frame.number,frame.time_epoch,ip.src,ip.dst,ipv6.src,ipv6.dst,ip.proto,ipv6.nxt,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.len
1,1787931162.407867200,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,90
2,1787931162.412175400,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,78
3,1787931162.412176400,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,78
4,1787931162.450944200,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,78
5,1787931162.452166900,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
6,1787931162.452878100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
7,1787931162.452880200,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1434
8,1787931162.452948400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
9,1787931162.455518300,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
10,1787931162.455553700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
11,1787931162.456464900,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
12,1787931162.457528000,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
13,1787931162.457550000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
14,1787931162.461156100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1136
15,1787931162.461159900,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,438
16,1787931162.461203600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
17,1787931162.461927800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,148
18,1787931162.462316400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,166
19,1787931162.462713100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,347
20,1787931162.561877800,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,684
21,1787931162.561961300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
22,1787931162.562137300,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,140
23,1787931162.562138500,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,109
24,1787931162.562182500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
25,1787931162.562387100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,105
26,1787931162.575427000,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
27,1787931162.575512900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
28,1787931162.577774000,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
29,1787931162.577838400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
30,1787931162.578861000,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
31,1787931162.578886400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
32,1787931162.579285500,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
33,1787931162.579303700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
34,1787931162.594126100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
35,1787931162.594179200,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
36,1787931162.594634800,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
37,1787931162.594682000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
38,1787931162.597527700,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
39,1787931162.597558500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
40,1787931162.601972000,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
41,1787931162.602019400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
42,1787931162.603235800,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
43,1787931162.603274900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
44,1787931162.604364800,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
45,1787931162.604396900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
46,1787931162.608685900,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
47,1787931162.608745200,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
48,1787931162.613338600,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
49,1787931162.613411300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
50,1787931162.642994900,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
51,1787931162.643047300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
52,1787931162.644779000,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
53,1787931162.644802500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
54,1787931162.646273600,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
55,1787931162.646305000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
56,1787931162.658965400,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
57,1787931162.659041600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
58,1787931162.660707700,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
59,1787931162.660708800,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
60,1787931162.660740300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
61,1787931162.682626700,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
62,1787931162.682687200,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
63,1787931162.686262100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
64,1787931162.686263000,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
65,1787931162.686264300,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
66,1787931162.686265000,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
67,1787931162.686275300,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
68,1787931162.686275800,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
69,1787931162.686276400,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
70,1787931162.686326600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
71,1787931162.686511100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
72,1787931162.686533100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
73,1787931162.700330800,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
74,1787931162.700385600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
75,1787931162.702737500,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
76,1787931162.702751200,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
77,1787931162.702767300,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
78,1787931162.702825900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
79,1787931162.715373500,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
80,1787931162.715425700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
81,1787931162.718410800,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
82,1787931162.718411700,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
83,1787931162.718462000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
84,1787931162.720173100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
85,1787931162.720234800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
86,1787931162.723161900,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
87,1787931162.723223600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
88,1787931162.727050300,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
89,1787931162.727052600,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
90,1787931162.727124900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
91,1787931162.728330300,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,2818
92,1787931162.728377100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
93,1787931162.730228700,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
94,1787931162.731992100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
95,1787931162.732040500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
96,1787931162.733837800,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
97,1787931162.734205100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
98,1787931162.734254100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
99,1787931162.736930100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,1448
100,1787931162.736931100,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,699
101,1787931162.736966000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,74
102,1787931163.448928700,10.110.136.156,10.110.136.252,,,17,,,,51712,53,80
103,1787931163.449088000,10.110.136.156,10.110.136.252,,,17,,,,54071,53,80
104,1787931163.541643500,10.110.136.252,10.110.136.156,,,17,,,,53,51712,200
105,1787931163.542547400,10.110.136.252,10.110.136.156,,,17,,,,53,54071,267
106,1787931163.544409500,10.110.136.156,4.145.11.36,,,6,,60542,443,,,66
107,1787931163.739772800,4.145.11.36,10.110.136.156,,,6,,443,60542,,,70
108,1787931163.739915500,10.110.136.156,4.145.11.36,,,6,,60542,443,,,54
109,1787931163.744962300,10.110.136.156,4.145.11.36,,,6,,60542,443,,,506
110,1787931163.945941600,4.145.11.36,10.110.136.156,,,6,,443,60542,,,6908
111,1787931163.946007100,10.110.136.156,4.145.11.36,,,6,,60542,443,,,54
112,1787931163.946238600,4.145.11.36,10.110.136.156,,,6,,443,60542,,,1428
113,1787931163.946245300,4.145.11.36,10.110.136.156,,,6,,443,60542,,,940
114,1787931163.946271800,10.110.136.156,4.145.11.36,,,6,,60542,443,,,54
115,1787931163.958307000,10.110.136.156,4.145.11.36,,,6,,60542,443,,,134
116,1787931163.958827100,10.110.136.156,4.145.11.36,,,6,,60542,443,,,1973
117,1787931163.958964400,10.110.136.156,4.145.11.36,,,6,,60542,443,,,2656
118,1787931164.106264100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2600:9000:2179:4e00:1d:d7f6:39d6:4401,,6,49330,443,,,75
119,1787931164.108548400,4.145.11.36,10.110.136.156,,,6,,443,60542,,,161
120,1787931164.152574900,10.110.136.156,4.145.11.36,,,6,,60542,443,,,54
121,1787931164.175740800,4.145.11.36,10.110.136.156,,,6,,443,60542,,,58
122,1787931164.199752600,4.145.11.36,10.110.136.156,,,6,,443,60542,,,58
123,1787931164.290905900,,,2600:9000:2179:4e00:1d:d7f6:39d6:4401,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,49330,,,90
124,1787931164.300921900,4.145.11.36,10.110.136.156,,,6,,443,60542,,,58
125,1787931164.355274100,4.145.11.36,10.110.136.156,,,6,,443,60542,,,58
126,1787931164.992022800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:482c:7700::,,17,,,60336,443,91
127,1787931164.992731900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:482c:7700::,,17,,,60336,443,91
128,1787931165.076102100,,,2001:4860:482c:7700::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,60336,91
129,1787931165.076103100,,,2001:4860:482c:7700::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,60336,91
130,1787931165.110990300,,,,,,,,,,,46
131,1787931165.111010000,,,,,,,,,,,42
132,1787931165.276182600,4.145.11.36,10.110.136.156,,,6,,443,60542,,,2798
133,1787931165.276184500,4.145.11.36,10.110.136.156,,,6,,443,60542,,,279
134,1787931165.276262000,10.110.136.156,4.145.11.36,,,6,,60542,443,,,54
135,1787931165.314079000,10.110.136.156,4.145.11.36,,,6,,60542,443,,,1960
136,1787931165.345761900,10.110.136.156,4.145.11.36,,,6,,60543,443,,,66
137,1787931165.583165200,4.145.11.36,10.110.136.156,,,6,,443,60543,,,70
138,1787931165.583166800,4.145.11.36,10.110.136.156,,,6,,443,60542,,,58
139,1787931165.583260500,10.110.136.156,4.145.11.36,,,6,,60543,443,,,54
140,1787931165.586177600,10.110.136.156,4.145.11.36,,,6,,60543,443,,,601
141,1787931165.789077400,4.145.11.36,10.110.136.156,,,6,,443,60543,,,8278
142,1787931165.789085800,4.145.11.36,10.110.136.156,,,6,,443,60543,,,940
143,1787931165.789152700,10.110.136.156,4.145.11.36,,,6,,60543,443,,,54
144,1787931165.800511900,10.110.136.156,4.145.11.36,,,6,,60543,443,,,134
145,1787931165.800747100,10.110.136.156,4.145.11.36,,,6,,60543,443,,,1973
146,1787931165.800836500,10.110.136.156,4.145.11.36,,,6,,60543,443,,,2119
147,1787931165.992603500,4.145.11.36,10.110.136.156,,,6,,443,60543,,,161
148,1787931166.008150900,4.145.11.36,10.110.136.156,,,6,,443,60543,,,58
149,1787931166.019806600,4.145.11.36,10.110.136.156,,,6,,443,60543,,,58
150,1787931166.019808300,4.145.11.36,10.110.136.156,,,6,,443,60542,,,1428
151,1787931166.019922500,4.145.11.36,10.110.136.156,,,6,,443,60542,,,59
152,1787931166.019964400,10.110.136.156,4.145.11.36,,,6,,60542,443,,,54
153,1787931166.044133400,10.110.136.156,4.145.11.36,,,6,,60543,443,,,54
154,1787931166.094547000,4.145.11.36,10.110.136.156,,,6,,443,60543,,,58
155,1787931166.130635700,4.145.11.36,10.110.136.156,,,6,,443,60543,,,58
156,1787931166.270761100,10.110.136.156,10.110.136.252,,,6,,64870,53,,,66
157,1787931166.271077200,10.110.136.156,10.110.136.252,,,6,,58081,53,,,66
158,1787931166.271367300,10.110.136.156,10.110.136.252,,,6,,58875,53,,,66
159,1787931166.276980500,10.110.136.252,10.110.136.156,,,6,,53,64870,,,66
160,1787931166.276981700,10.110.136.252,10.110.136.156,,,6,,53,58081,,,66
161,1787931166.277123200,10.110.136.156,10.110.136.252,,,6,,64870,53,,,54
162,1787931166.277195500,10.110.136.156,10.110.136.252,,,6,,58081,53,,,54
163,1787931166.277234100,10.110.136.156,10.110.136.252,,,6,,64870,53,,,56
164,1787931166.277271800,10.110.136.252,10.110.136.156,,,6,,53,58875,,,66
165,1787931166.277283500,10.110.136.156,10.110.136.252,,,6,,64870,53,,,87
166,1787931166.277346600,10.110.136.156,10.110.136.252,,,6,,58875,53,,,54
167,1787931166.277395700,10.110.136.156,10.110.136.252,,,6,,58081,53,,,56
168,1787931166.277427600,10.110.136.156,10.110.136.252,,,6,,58081,53,,,87
169,1787931166.277476800,10.110.136.156,10.110.136.252,,,6,,58875,53,,,56
170,1787931166.277499600,10.110.136.156,10.110.136.252,,,6,,58875,53,,,87
171,1787931166.281163400,10.110.136.252,10.110.136.156,,,6,,53,64870,,,54
172,1787931166.281164500,10.110.136.252,10.110.136.156,,,6,,53,64870,,,54
173,1787931166.281165000,10.110.136.252,10.110.136.156,,,6,,53,58081,,,54
174,1787931166.281165400,10.110.136.252,10.110.136.156,,,6,,53,58081,,,54
175,1787931166.281165900,10.110.136.252,10.110.136.156,,,6,,53,58875,,,54
176,1787931166.281166400,10.110.136.252,10.110.136.156,,,6,,53,58875,,,54
177,1787931166.332762700,10.110.136.156,10.110.136.252,,,6,,59386,53,,,66
178,1787931166.333104400,10.110.136.156,10.110.136.252,,,6,,53716,53,,,66
179,1787931166.333369500,10.110.136.156,10.110.136.252,,,6,,51871,53,,,66
180,1787931166.337801100,10.110.136.252,10.110.136.156,,,6,,53,59386,,,66
181,1787931166.337802100,10.110.136.252,10.110.136.156,,,6,,53,53716,,,66
182,1787931166.337932100,10.110.136.156,10.110.136.252,,,6,,59386,53,,,54
183,1787931166.338009800,10.110.136.156,10.110.136.252,,,6,,53716,53,,,54
184,1787931166.338044000,10.110.136.156,10.110.136.252,,,6,,59386,53,,,56
185,1787931166.338074600,10.110.136.156,10.110.136.252,,,6,,59386,53,,,106
186,1787931166.338086000,10.110.136.252,10.110.136.156,,,6,,53,51871,,,66
187,1787931166.338236500,10.110.136.156,10.110.136.252,,,6,,51871,53,,,54
188,1787931166.338300300,10.110.136.156,10.110.136.252,,,6,,53716,53,,,56
189,1787931166.338379100,10.110.136.156,10.110.136.252,,,6,,53716,53,,,106
190,1787931166.338486700,10.110.136.156,10.110.136.252,,,6,,51871,53,,,56
191,1787931166.338523100,10.110.136.156,10.110.136.252,,,6,,51871,53,,,106
192,1787931166.340712200,10.110.136.252,10.110.136.156,,,6,,53,59386,,,54
193,1787931166.341022200,10.110.136.252,10.110.136.156,,,6,,53,59386,,,54
194,1787931166.341023100,10.110.136.252,10.110.136.156,,,6,,53,53716,,,54
195,1787931166.342504500,10.110.136.252,10.110.136.156,,,6,,53,53716,,,54
196,1787931166.342768800,10.110.136.252,10.110.136.156,,,6,,53,51871,,,54
197,1787931166.342769500,10.110.136.252,10.110.136.156,,,6,,53,51871,,,54
198,1787931166.504587600,10.110.136.252,10.110.136.156,,,6,,53,64870,,,55
199,1787931166.504589300,10.110.136.252,10.110.136.156,,,6,,53,58081,,,55
200,1787931166.504589800,10.110.136.252,10.110.136.156,,,6,,53,58875,,,55
201,1787931166.527705600,4.145.11.36,10.110.136.156,,,6,,443,60543,,,1428
202,1787931166.529312900,4.145.11.36,10.110.136.156,,,6,,443,60543,,,1331
203,1787931166.529375600,10.110.136.156,4.145.11.36,,,6,,60543,443,,,54
204,1787931166.543477100,10.110.136.156,4.145.11.36,,,6,,60542,443,,,1960
205,1787931166.560015200,10.110.136.156,10.110.136.252,,,6,,64870,53,,,54
206,1787931166.560154100,10.110.136.156,10.110.136.252,,,6,,58081,53,,,54
207,1787931166.560173400,10.110.136.156,10.110.136.252,,,6,,58875,53,,,54
208,1787931166.562235000,10.110.136.252,10.110.136.156,,,6,,53,64870,,,103
209,1787931166.562527200,10.110.136.252,10.110.136.156,,,6,,53,58081,,,312
210,1787931166.562528200,10.110.136.252,10.110.136.156,,,6,,53,58875,,,216
211,1787931166.562831800,10.110.136.156,10.110.136.252,,,6,,64870,53,,,54
212,1787931166.563028800,10.110.136.156,10.110.136.252,,,6,,58875,53,,,54
213,1787931166.563213200,10.110.136.156,10.110.136.252,,,6,,58081,53,,,54
214,1787931166.565106600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,1292
215,1787931166.565209600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,1292
216,1787931166.565451300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,141
217,1787931166.566040900,10.110.136.252,10.110.136.156,,,6,,53,64870,,,54
218,1787931166.566041900,10.110.136.252,10.110.136.156,,,6,,53,58081,,,54
219,1787931166.566042300,10.110.136.252,10.110.136.156,,,6,,53,58875,,,54
220,1787931166.566088200,10.110.136.156,10.110.136.252,,,6,,64870,53,,,54
221,1787931166.566152600,10.110.136.156,10.110.136.252,,,6,,58081,53,,,54
222,1787931166.566186100,10.110.136.156,10.110.136.252,,,6,,58875,53,,,54
223,1787931166.566552900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,1288
224,1787931166.566650000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,1292
225,1787931166.566686000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,1292
226,1787931166.566750200,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,1055
227,1787931166.566789800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,176
228,1787931166.593127700,10.110.136.252,10.110.136.156,,,6,,53,53716,,,55
229,1787931166.593128400,10.110.136.252,10.110.136.156,,,6,,53,51871,,,55
230,1787931166.597130400,10.110.136.252,10.110.136.156,,,6,,53,59386,,,55
231,1787931166.637686900,10.110.136.156,10.110.136.252,,,6,,53716,53,,,54
232,1787931166.637813700,10.110.136.156,10.110.136.252,,,6,,51871,53,,,54
233,1787931166.637847700,10.110.136.156,10.110.136.252,,,6,,59386,53,,,54
234,1787931166.639977300,10.110.136.252,10.110.136.156,,,6,,53,53716,,,166
235,1787931166.640692400,10.110.136.156,10.110.136.252,,,6,,53716,53,,,54
236,1787931166.640740700,10.110.136.252,10.110.136.156,,,6,,53,51871,,,195
237,1787931166.641602000,10.110.136.252,10.110.136.156,,,6,,53,59386,,,195
238,1787931166.641832000,10.110.136.156,10.110.136.252,,,6,,51871,53,,,54
239,1787931166.642065300,10.110.136.156,10.110.136.252,,,6,,59386,53,,,54
240,1787931166.642709200,10.110.136.252,10.110.136.156,,,6,,53,53716,,,54
241,1787931166.642774100,10.110.136.156,10.110.136.252,,,6,,53716,53,,,54
242,1787931166.643542700,10.110.136.252,10.110.136.156,,,6,,53,51871,,,54
243,1787931166.643544100,10.110.136.252,10.110.136.156,,,6,,53,59386,,,54
244,1787931166.643595200,10.110.136.156,10.110.136.252,,,6,,51871,53,,,54
245,1787931166.643686200,10.110.136.156,10.110.136.252,,,6,,59386,53,,,54
246,1787931166.644469100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b0d::f,,17,,,49664,443,1292
247,1787931166.644594600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b0d::f,,17,,,49664,443,1292
248,1787931166.669138700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2409:4073:197:3dbc::86,,58,,,,,86
249,1787931166.671905100,,,2409:4073:197:3dbc::86,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,58,,,,,78
250,1787931166.735761900,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,106
251,1787931166.755219600,162.247.241.14,10.110.136.156,,,6,,443,64480,,,58
252,1787931166.755221300,4.145.11.36,10.110.136.156,,,6,,443,60542,,,58
253,1787931166.755299000,10.110.136.156,162.247.241.14,,,6,,64480,443,,,54
254,1787931166.778244000,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,1296
255,1787931166.793676100,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,1296
256,1787931166.793950700,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,358
257,1787931166.794369800,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,1004
258,1787931166.794371200,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,95
259,1787931166.794533000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,140
