frame.number,frame.time_epoch,ip.src,ip.dst,ipv6.src,ipv6.dst,ip.proto,ipv6.nxt,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.len
8326,1787931207.410727600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8327,1787931207.410730600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8328,1787931207.410742800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8329,1787931207.410746800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8330,1787931207.411107700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8331,1787931207.414490300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8332,1787931207.414493700,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8333,1787931207.414496900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8334,1787931207.418729000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8335,1787931207.420361100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8336,1787931207.421645900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8337,1787931207.421650500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8338,1787931207.421652800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8339,1787931207.421655000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8340,1787931207.421656700,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8341,1787931207.421659500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8342,1787931207.422005700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8343,1787931207.431682300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8344,1787931207.431691200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8345,1787931207.433524600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8346,1787931207.433527100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8347,1787931207.434585100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8348,1787931207.435178200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8349,1787931207.435695200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8350,1787931207.435905000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8351,1787931207.442577900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8352,1787931207.442581100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8353,1787931207.442583200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8354,1787931207.442586300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8355,1787931207.442590300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8356,1787931207.442594300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8357,1787931207.442596200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8358,1787931207.443404700,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8359,1787931207.446094500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8360,1787931207.446096900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8361,1787931207.446101200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8362,1787931207.446535900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8363,1787931207.459119500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8364,1787931207.459122200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8365,1787931207.459123900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8366,1787931207.459126100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8367,1787931207.459128400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8368,1787931207.459130300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8369,1787931207.459131900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8370,1787931207.459133800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8371,1787931207.459135900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8372,1787931207.459681500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8373,1787931207.460405400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8374,1787931207.460408600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8375,1787931207.463575300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8376,1787931207.472862800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8377,1787931207.473381700,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8378,1787931207.473384500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8379,1787931207.477645800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8380,1787931207.477654400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8381,1787931207.477659400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8382,1787931207.477664400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8383,1787931207.478348800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8384,1787931207.486900100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8385,1787931207.486904600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8386,1787931207.488034500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8387,1787931207.488044500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8388,1787931207.490914200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8389,1787931207.490916800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8390,1787931207.492661500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8391,1787931207.492665300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8392,1787931207.492668100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8393,1787931207.492671100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8394,1787931207.492674900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8395,1787931207.492677000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8396,1787931207.492679500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8397,1787931207.492681400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8398,1787931207.493242900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8399,1787931207.495905600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8400,1787931207.495912900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8401,1787931207.495919400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8402,1787931207.495940100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8403,1787931207.497520000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8404,1787931207.497523700,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8405,1787931207.497527200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8406,1787931207.497913900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8407,1787931207.499549800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8408,1787931207.499553200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8409,1787931207.499982800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8410,1787931207.511611600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8411,1787931207.511613800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,279
8412,1787931207.529140900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,96
8413,1787931207.749123000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2603:1061:14:151::1,,6,60541,443,,,75
8414,1787931207.924332100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,113
8415,1787931207.924479900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,152
8416,1787931207.927828700,,,2603:1061:14:151::1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,60541,,,90
8417,1787931208.011433600,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,78
8418,1787931208.011436100,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,117
8419,1787931208.053104700,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,78
8420,1787931208.064234700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,74
8421,1787931208.286155200,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,158
8422,1787931208.286606000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,109
8423,1787931208.286783600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,109
8424,1787931208.377052400,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,78
8425,1787931208.394366400,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,78
8426,1787931209.642767900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:482b:7700::,,17,,,64441,443,91
8427,1787931209.818968600,,,2001:4860:482b:7700::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,64441,90
8428,1787931211.457775500,,,2603:1061:10:1::16,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,64432,,,78
8429,1787931212.481584400,162.247.241.14,10.110.136.156,,,6,,443,64480,,,58
8430,1787931212.481650300,10.110.136.156,162.247.241.14,,,6,,64480,443,,,54
8431,1787931212.547192600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,1055
8432,1787931212.604018400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b0d::f,,6,51366,443,,,75
8433,1787931212.679863800,,,2405:200:1630:b0d::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,51366,,,90
8434,1787931212.699986600,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,98
8435,1787931212.712686200,,,2600:9000:24d9:f800:11:23c2:d640:93a1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,51275,,,117
8436,1787931212.712692700,,,2600:9000:24d9:f800:11:23c2:d640:93a1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,51275,,,78
8437,1787931212.712923500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2600:9000:24d9:f800:11:23c2:d640:93a1,,6,51275,443,,,74
8438,1787931212.713429300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,95
8439,1787931212.713651800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2600:9000:24d9:f800:11:23c2:d640:93a1,,6,51275,443,,,74
8440,1787931212.733198200,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,148
8441,1787931212.734557400,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,89
8442,1787931212.760948000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,61855,443,101
8443,1787931212.800837700,,,2600:9000:24d9:f800:11:23c2:d640:93a1,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,51275,,,78
8444,1787931212.848889700,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,1448
8445,1787931212.849145200,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,230
8446,1787931212.849204100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,74
8447,1787931212.852955300,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,1448
8448,1787931212.852958000,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,1334
8449,1787931212.853052000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,74
8450,1787931212.857171400,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,61855,92
8451,1787931212.873523400,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,2818
8452,1787931212.873614800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,74
8453,1787931212.873780600,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,748
8454,1787931212.913874300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,74
8455,1787931212.975490200,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,52793,443,,,172
8456,1787931213.049979600,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,52793,,,78
8457,1787931213.710718600,162.247.241.14,10.110.136.156,,,6,,443,55468,,,58
8458,1787931213.710821900,10.110.136.156,162.247.241.14,,,6,,55468,443,,,54
8459,1787931213.914896800,162.247.241.14,10.110.136.156,,,6,,443,52408,,,58
8460,1787931213.914969700,10.110.136.156,162.247.241.14,,,6,,52408,443,,,54
8461,1787931214.070791800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,1288
8462,1787931214.070937600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,1292
8463,1787931214.070986400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,862
8464,1787931214.161521900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2a03:2880:f335:120:face:b00c:0:167,,6,62596,443,,,143
8465,1787931214.202233200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,96
8466,1787931214.222952800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8467,1787931214.245481000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,92
8468,1787931214.282151100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,185
8469,1787931214.282159900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1292
8470,1787931214.282625200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8471,1787931214.282631200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8472,1787931214.284573000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8473,1787931214.287763600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8474,1787931214.287767300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8475,1787931214.287769400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8476,1787931214.288537000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8477,1787931214.290277700,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8478,1787931214.290599100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,98
8479,1787931214.291217200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8480,1787931214.292337500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8481,1787931214.294591900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8482,1787931214.297806300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8483,1787931214.298219700,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8484,1787931214.300343100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8485,1787931214.300346500,,,2a03:2880:f335:120:face:b00c:0:167,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,6,443,62596,,,78
8486,1787931214.301147400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8487,1787931214.312436200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8488,1787931214.312681000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8489,1787931214.312903000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,94
8490,1787931214.314378200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8491,1787931214.316841100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8492,1787931214.316848800,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8493,1787931214.318231200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8494,1787931214.320529900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8495,1787931214.320951300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8496,1787931214.330657900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8497,1787931214.331156700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,94
8498,1787931214.331394500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8499,1787931214.333363400,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8500,1787931214.334035000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8501,1787931214.334039000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8502,1787931214.334046500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8503,1787931214.335955200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8504,1787931214.335959600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8505,1787931214.336430500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8506,1787931214.342745600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8507,1787931214.342754600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8508,1787931214.342758900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8509,1787931214.343113600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,94
8510,1787931214.361836600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,95
8511,1787931214.362835100,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8512,1787931214.362837300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8513,1787931214.362841900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8514,1787931214.362843900,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8515,1787931214.362848500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8516,1787931214.362850000,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8517,1787931214.362852300,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8518,1787931214.363427600,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8519,1787931214.363431500,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8520,1787931214.364843200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8521,1787931214.365123500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:bb0::10,,17,,,52112,443,94
8522,1787931214.365257200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
8523,1787931214.367092200,,,2405:200:1630:bb0::10,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,52112,1296
